address,email,hours,image,lat,lng,name,phone,url,id,image_path
"14483 N Bray Clio, Mi 48420",,,\x,43.2214466,-83.6613361,County Line Party Shop Inc,,,931,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_931.png
"627 N State Davison, Mi 48423",,,\x,43.0359877,-83.5183179,Diehls Party Store,,,935,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_935.png
"6010 S Saginaw Rd Grand Blanc, Mi 48439",,,\x,42.8868803,-83.5997191,D & N Food & Gas,,,941,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_941.png
"12060 Hegel Rd Goodrich, Mi 48438",,,\x,42.9190248,-83.472355,"Porters Orchard & Cider Mill, Seasonal",,,945,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_945.png
"311 E Grand Blanc Rd Grand Blanc, Mi 48439",,,\x,42.9252796,-83.6325567,Colonys Quality Meats,,,957,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_957.png
"10156 N Saginaw Rd Clio, Mi 48420",,,\x,43.1529021,-83.6952471,North Point Marathon,,,961,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_961.png
"2372 E Hill Rd Grand Blanc, Mi 48439",,,\x,42.9442207,-83.65857299999999,The Liquor Carousel,,,971,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_971.png
"2459 North Rd Fenton, Mi 48430",,,\x,42.8042908,-83.724355,Matt & Terrys Market,,,975,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_975.png
"111 Genesee St Gaines, Mi 48436",,,\x,42.872554,-83.91324279999999,Gaines Superette,,,979,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_979.png
"5277 Corunna Rd Flint, Mi 48532",,,\x,43.0016924,-83.7831012,S & A Petro Inc,,,983,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_983.png
"8020 Fenton Rd Grand Blanc, Mi 48439",,,\x,42.9144461,-83.6913896,Georgies Corner,,,989,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_989.png
"6010 Fenton Rd Flint, Mi 48507",,,\x,42.9438993,-83.69259869999999,Kajy Hill Inc,,,993,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_993.png
"4290 W Vienna Rd Clio, Mi 48420",,,\x,43.1797501,-83.7649424,Kmart #9385,,,999,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_999.png
"3909 Owen Road Fenton, Mi 48430",,,\x,42.7890613,-83.74585189999999,Merchant'S Gourmet Wine Shop,,,1007,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1007.png
"8365 Silver Lake Rd Argentine, Mi 48451",,,\x,42.7947426,-83.8373476,Rpf Oil #34,,,1013,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1013.png
"815 S Mill St Clio, Mi 48420",,,\x,43.170639,-83.73315389999999,Conlee Oil Co,,,1019,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1019.png
"9056 Silver Lake Rd Linden, Mi 48451",,,\x,42.791749,-83.8464589,Nasser Inc,,,1023,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1023.png
"5589 S Saginaw Flint, Mi 48507",,,\x,42.9475346,-83.6534051,Craigs Food Stores #344,,,1027,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1027.png
"12366 N Vassar Rd Millington, Mi 48746",,,\x,43.1893924,-83.5786629,Smith Meats Inc,,,1033,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1033.png
"4514 W Vienna Rd Clio, Mi 48420",,,\x,43.1779363,-83.77290789999999,Conlee Country Store,,,1037,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1037.png
"8055 Miller Rd Swartz Creek, Mi 48473",,,\x,42.9569441,-83.83282179999999,Lovegroves Cake & Candy Center,,,1041,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1041.png
"6069 Lapeer Rd Burton, Mi 48509",,,\x,43.0112011,-83.59249299999999,Friendly Market,,,1047,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1047.png
"12473 Seymour Rd Montrose, Mi 48457",,,\x,43.1892462,-83.88117749999999,Montrose Orchards Inc,,,1053,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1053.png
"8024 Miller Rd Swartz Creek, Mi 48473",,,\x,42.957474,-83.83176519999999,Fortinos Food Market Inc,,,1057,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1057.png
"5225 Flushinrd Flushing, Mi 48433",,,\x,43.03857,-83.78208099999999,Jims Party Store Inc,,,1063,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1063.png
"13167 N Saginaw Rd Clio, Mi 48420",,,\x,43.1958943,-83.7290866,Ernies Beer & Wine,,,1065,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1065.png
"9490 S Saginaw Rd Grand Blanc, Mi 48439",,,\x,42.888138,-83.59979249999999,Sean Enterprises Co Inc,,,1105,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1105.png
"5518 E Atherton Rd Burton, Mi 48519",,,\x,42.9897968,-83.5948847,J B C Enterprises Inc,,,1109,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_1109.png
